#Pos	Sites-1	Sites-2	Sites-3	Sites-4	Sites-5	Sites-6	Sites-7	Sites-8	Sites-9	Sites-10
1306	-121471	-114563	-114469	-127799	-125528	-111975	-105619	-112450	-112563	-113735
1307	-121442	-114502	-114518	-127953	-125907	-111993	-105625	-112532	-112558	-113823
1308	-121519	-114425	-114578	-127767	-126011	-112040	-105673	-112748	-112588	-113785
1309	-121527	-114469	-114599	-127719	-126034	-111943	-105754	-112862	-112586	-113700
1310	-121376	-114616	-114656	-127774	-126055	-111854	-105706	-112826	-112428	-113668
1311	-121653	-114626	-114846	-127790	-125961	-112060	-105766	-112811	-112225	-113825
1312	-121831	-114463	-114850	-127842	-125856	-112188	-105562	-112904	-112308	-113991
1313	-121678	-114459	-114853	-127816	-125828	-112275	-105527	-112782	-112298	-114233
1314	-121537	-114713	-114873	-127883	-125790	-112372	-105463	-112805	-112405	-114283
1315	-121708	-114819	-114836	-127866	-125765	-112599	-105319	-112902	-112401	-114387
1316	-121862	-114915	-114807	-127886	-125663	-112795	-105104	-113031	-112743	-114399
1317	-121785	-114948	-114692	-127618	-125728	-112763	-105078	-113206	-112771	-114559
1318	-121599	-115074	-114658	-127706	-125636	-112653	-104978	-113264	-112804	-114599
1319	-121726	-115069	-114572	-127925	-125463	-112770	-104958	-113114	-112930	-114639
1320	-121672	-115091	-114631	-128286	-125489	-112874	-105036	-113011	-112984	-114640
1321	-121544	-115101	-114622	-128311	-125518	-112973	-105021	-113066	-113054	-114675
1322	-121523	-115195	-114664	-128359	-125439	-113073	-105107	-113143	-113104	-114751
1323	-121488	-115072	-114721	-128416	-125423	-113260	-105186	-113442	-113180	-114963
1324	-121393	-114917	-114717	-128480	-125449	-113498	-105248	-113587	-113292	-115077
1325	-121310	-115058	-114706	-128481	-125477	-113578	-105332	-113704	-113061	-115005
1326	-121363	-115184	-114975	-128477	-125382	-113536	-105262	-113978	-113117	-115121
1327	-121319	-115276	-115063	-128345	-125205	-113753	-105304	-113961	-112963	-115138
1328	-121191	-115072	-115172	-128474	-125104	-113758	-105225	-114104	-112895	-115134
1329	-121128	-114977	-115228	-128637	-124842	-113859	-105066	-114214	-112840	-115130
1330	-121137	-114764	-115297	-128640	-124714	-114116	-104995	-114264	-112890	-115248
1331	-121077	-114701	-115201	-128576	-124768	-114106	-104882	-114342	-112919	-115471
1332	-120920	-114723	-115078	-128509	-124752	-114110	-104855	-114376	-112877	-115551
1333	-120894	-114641	-115071	-128475	-124706	-113930	-104978	-114506	-112814	-115517
1334	-120908	-114729	-115077	-128430	-124783	-113853	-104910	-114753	-112783	-115573
1335	-120752	-114750	-115194	-128444	-124809	-113725	-105012	-114882	-112556	-115573
1336	-120789	-114896	-115241	-128554	-124789	-113441	-104823	-114983	-112591	-115743
1337	-120714	-114956	-115386	-128580	-124659	-113237	-104693	-115025	-112393	-115879
1338	-120465	-114961	-115410	-128711	-124687	-113302	-104853	-115045	-112428	-115964
1339	-120483	-115003	-115400	-128594	-124907	-113232	-104752	-115018	-112386	-115951
1340	-120401	-114989	-115617	-128708	-125063	-113241	-104493	-115008	-112490	-115789
1341	-120051	-114843	-115559	-128971	-125097	-113168	-104380	-115019	-112485	-115780
1342	-119909	-114748	-115600	-128930	-125194	-113119	-104344	-115150	-112542	-115746
1343	-119923	-114877	-115597	-128923	-125164	-113136	-104261	-115340	-112436	-115802
1344	-119908	-114832	-115561	-128896	-124838	-113070	-104241	-115521	-112306	-115859
1345	-119959	-114907	-115438	-129020	-124602	-113060	-104120	-115581	-112153	-115645
1346	-119882	-114802	-115451	-128886	-124492	-112916	-103984	-115791	-112203	-115487
1347	-119890	-114778	-115472	-128846	-124420	-112649	-103968	-115799	-112129	-115330
1348	-119892	-114815	-115362	-128916	-124116	-112703	-104036	-115763	-112264	-115204
1349	-119776	-114703	-115411	-129095	-124038	-112573	-104051	-115836	-112379	-115081
1350	-119719	-114573	-115647	-129113	-123908	-112629	-103855	-115964	-112489	-114938
1351	-119433	-114432	-115609	-129041	-124106	-112636	-104029	-115921	-112426	-114824
1352	-119107	-114460	-115667	-129019	-124149	-112487	-104114	-115875	-112478	-114796
1353	-118911	-114652	-115757	-129011	-124182	-112443	-104078	-115902	-112564	-114934
1354	-118784	-114640	-115838	-128893	-124137	-112245	-104082	-115749	-112670	-114958
1355	-118802	-114844	-115854	-129078	-124260	-112189	-103978	-115787	-112792	-114705
1356	-118629	-114748	-115858	-129046	-124146	-112135	-103968	-115849	-112881	-114477
1357	-118475	-114473	-115812	-129126	-124118	-112102	-103948	-115945	-112804	-114460
1358	-118446	-114303	-115706	-129287	-124007	-112035	-103933	-115901	-112915	-114471
1359	-118311	-113989	-115714	-129515	-124111	-112008	-103890	-115863	-112982	-114516
1360	-118281	-113822	-115787	-129603	-124132	-111864	-103954	-115962	-113147	-114530
1361	-118235	-113755	-115796	-129615	-124078	-111821	-104096	-115863	-113135	-114430
1362	-118281	-113665	-115739	-129741	-124303	-111806	-104062	-116017	-113338	-114257
1363	-118226	-113470	-115504	-129843	-124422	-111715	-104296	-115967	-113372	-114127
1364	-118061	-113344	-115492	-129870	-124507	-111532	-104361	-115938	-113425	-113833
1365	-117807	-113225	-115372	-130032	-124575	-111231	-104518	-116067	-113418	-113619
1366	-117685	-113158	-115288	-129817	-124446	-111169	-104701	-116060	-113424	-113526
1367	-117577	-113059	-115332	-130016	-124379	-110941	-104974	-115968	-113463	-113425
1368	-117484	-112904	-115259	-130125	-124234	-110963	-105053	-115825	-113478	-113355
1369	-117313	-112815	-115188	-130135	-124265	-110802	-104921	-115807	-113364	-113320
1370	-117096	-112604	-115305	-130292	-124195	-110587	-104864	-115763	-113365	-113305
1371	-117068	-112498	-115455	-130193	-124227	-110389	-104922	-115802	-113393	-113188
1372	-117025	-112435	-115549	-130047	-124270	-110273	-105001	-115889	-113358	-113083
1373	-116811	-112172	-115504	-130148	-124275	-109974	-105100	-115861	-113360	-112957
1374	-116754	-111906	-115397	-130153	-124116	-109738	-105127	-115889	-113424	-112718
1375	-116648	-111966	-115357	-130057	-123873	-109402	-105067	-116008	-113513	-112495
1376	-116565	-111913	-115313	-129867	-123791	-109333	-105064	-115879	-113522	-112252
1377	-116285	-111781	-115211	-129739	-123641	-109270	-105028	-115840	-113404	-112047
1378	-116030	-111663	-115003	-129646	-123618	-109077	-104915	-115893	-113268	-112005
1379	-115916	-111627	-114873	-129776	-123516	-109015	-104855	-115713	-113169	-111947
1380	-115642	-111613	-114920	-129958	-123514	-108854	-104816	-115614	-113288	-111886
1381	-115494	-111844	-114900	-129991	-123325	-108750	-104870	-115729	-113352	-111760
1382	-115329	-111877	-114889	-130100	-123030	-108500	-105021	-115622	-113593	-111714
1383	-115434	-112033	-114968	-130060	-122947	-108148	-105056	-115585	-113696	-111582
1384	-115388	-111997	-114993	-129853	-122996	-107855	-105184	-115524	-113682	-111394
1385	-115572	-111943	-114991	-129636	-122843	-107531	-105215	-115485	-113544	-111149
1386	-115798	-111725	-115112	-129475	-122750	-107373	-105044	-115460	-113522	-111100
1387	-115896	-111556	-115099	-129508	-122888	-107113	-104950	-115397	-113609	-111050
1388	-115903	-111595	-114913	-129357	-122741	-107154	-104875	-115104	-113425	-110993
1389	-115713	-111339	-114680	-129328	-122424	-107065	-104784	-115062	-113291	-111012
1390	-115692	-111057	-114491	-129236	-122362	-106878	-104738	-114669	-113350	-110885
1391	-115530	-111163	-114470	-129104	-122309	-106872	-104726	-114467	-113442	-110715
1392	-115532	-111018	-114339	-129047	-122234	-106767	-104670	-114303	-113397	-110604
1393	-115560	-110930	-114067	-129136	-122226	-106553	-104582	-114192	-113380	-110439
1394	-115614	-110790	-113978	-129151	-122121	-106421	-104767	-114038	-113242	-110462
1395	-115692	-110721	-113768	-129181	-121936	-106438	-104922	-113943	-113075	-110256
1396	-115848	-110681	-113713	-129195	-121792	-106312	-105092	-113809	-113018	-110176
1397	-115948	-110486	-113634	-129054	-121574	-106162	-105175	-113704	-112898	-109905
1398	-116234	-110303	-113644	-128898	-121505	-105969	-105351	-113520	-112888	-109996
1399	-116410	-110160	-113731	-128833	-121643	-105725	-105441	-113340	-112965	-109948
1400	-116595	-110025	-113781	-128843	-121511	-105737	-105465	-113109	-112961	-109907
1401	-116433	-109975	-113732	-128587	-121579	-105498	-105640	-112946	-113018	-109850
1402	-116385	-109606	-113515	-128421	-121511	-105391	-105534	-112922	-112797	-109562
1403	-116461	-109547	-113160	-128289	-121493	-105292	-105322	-112729	-112586	-109531
1404	-116376	-109293	-113001	-128151	-121280	-105315	-105184	-112799	-112457	-109470
1405	-116317	-109237	-112755	-128167	-120884	-105219	-104950	-112657	-112216	-109301
1406	-116256	-109268	-112570	-128034	-120796	-105167	-104989	-112384	-112133	-109174
1407	-116246	-109200	-112523	-127814	-120725	-105087	-105064	-112322	-111911	-109001
1408	-116223	-109189	-112343	-127662	-120592	-105009	-105091	-111988	-111806	-108957
1409	-116345	-109281	-112315	-127595	-120671	-104633	-105157	-111705	-111596	-108724
1410	-116657	-109315	-112535	-127589	-120522	-104665	-105129	-111616	-111465	-108475
1411	-116558	-109516	-112564	-127638	-120493	-104616	-105029	-111583	-111310	-108369
1412	-116525	-109491	-112636	-127595	-120360	-104313	-105033	-111382	-111212	-108285
1413	-116592	-109562	-112714	-127210	-119955	-104238	-104777	-111262	-111053	-108083
1414	-116772	-109811	-112643	-127085	-119591	-104277	-104720	-110953	-110990	-107920
1415	-116795	-109788	-112475	-126835	-119339	-104337	-104691	-110798	-110951	-107810
1416	-116759	-109881	-112427	-126602	-119263	-104188	-104770	-110616	-110796	-107622
1417	-116738	-109863	-112460	-126701	-119347	-103945	-104895	-110401	-110732	-107477
1418	-116739	-109776	-112264	-126623	-119257	-103807	-104940	-110247	-110635	-107409
1419	-116679	-109825	-112177	-126388	-119403	-103741	-104916	-110152	-110543	-107317
1420	-116536	-109771	-111939	-126256	-119559	-103704	-104892	-110008	-110382	-107162
1421	-116486	-109698	-111876	-125955	-119648	-103494	-104992	-109925	-110352	-107194
1422	-116315	-109605	-111749	-125573	-119622	-103297	-104971	-109729	-110072	-106988
1423	-116265	-109499	-111765	-125607	-119559	-103192	-105011	-109628	-109896	-106725
1424	-116164	-109404	-111640	-125527	-119326	-103161	-104814	-109532	-109747	-106479
1425	-116062	-109462	-111413	-125458	-119157	-103067	-104631	-109503	-109633	-106284
1426	-116123	-109578	-111356	-125421	-118896	-102975	-104398	-109357	-109658	-106133
1427	-116133	-109721	-111255	-125500	-118805	-102800	-104210	-108987	-109518	-106214
1428	-116223	-109630	-111230	-125332	-118806	-102897	-104110	-108854	-109427	-106148
1429	-116319	-109590	-111194	-125100	-118810	-102813	-103982	-108582	-109665	-106308
1430	-116268	-109558	-111104	-124881	-118823	-102742	-103719	-108474	-109808	-106190
1431	-116238	-109435	-110975	-124820	-118782	-102703	-103758	-108430	-109697	-106205
1432	-116389	-109416	-110876	-124638	-118812	-102658	-103819	-108375	-109513	-105996
1433	-116496	-109225	-110809	-124307	-118792	-102642	-103838	-108389	-109361	-105858
1434	-116417	-109312	-110804	-124046	-118734	-102494	-103838	-108353	-109226	-105858
1435	-116242	-109164	-110778	-123797	-118798	-102497	-103835	-108412	-108894	-105964
1436	-116169	-108977	-110791	-123861	-118763	-102467	-103974	-108204	-108792	-105839
1437	-116287	-108901	-110775	-123690	-118805	-102681	-103976	-107903	-108909	-105989
1438	-116186	-108832	-110740	-123369	-118878	-102662	-103727	-108019	-108917	-105991
1439	-116004	-108786	-110668	-123336	-118653	-102647	-103656	-107986	-108823	-105969
1440	-115967	-108560	-110532	-123346	-118669	-102866	-103659	-107973	-108787	-105956
1441	-116120	-108415	-110343	-123278	-118576	-102905	-103659	-107814	-108793	-106051
1442	-116050	-108408	-110249	-123141	-118493	-102983	-103600	-107636	-108575	-106042
1443	-116047	-108486	-110176	-123012	-118390	-103042	-103495	-107501	-108429	-106018
1444	-116112	-108481	-110253	-122741	-118344	-103341	-103320	-107382	-108544	-105985
1445	-116103	-108468	-110075	-122525	-118383	-103433	-103150	-106991	-108466	-105736
1446	-116032	-108407	-109945	-122415	-118463	-103409	-102938	-106926	-108435	-105665
1447	-115969	-108430	-109979	-122281	-118385	-103186	-102839	-106941	-108521	-105579
1448	-115781	-108393	-109931	-122219	-118377	-103181	-103029	-106965	-108683	-105556
1449	-115716	-108431	-109890	-122431	-118310	-103135	-102967	-106931	-108751	-105576
1450	-115542	-108522	-109876	-122630	-118248	-103140	-102776	-106887	-108679	-105467
1451	-115458	-108441	-109819	-122762	-118261	-103092	-102544	-106789	-108792	-105529
1452	-115543	-108422	-109763	-122547	-118256	-103106	-102375	-106737	-108758	-105579
1453	-115504	-108466	-109608	-122573	-118260	-103299	-102362	-106576	-108631	-105440
1454	-115682	-108378	-109398	-122421	-118349	-103497	-102140	-106465	-108657	-105503
1455	-115575	-108084	-109292	-122331	-118161	-103706	-102079	-106393	-108659	-105590
1456	-115541	-108073	-109165	-122109	-118318	-103779	-102054	-106542	-108735	-105728
1457	-115728	-108128	-108974	-121962	-118126	-103727	-101818	-106482	-108804	-105820
1458	-115814	-108149	-108954	-122090	-118144	-103557	-101693	-106579	-108739	-105832
1459	-115903	-108158	-108917	-121982	-118109	-103437	-101698	-106578	-108734	-105946
1460	-115920	-108285	-109140	-122013	-118178	-103516	-101711	-106518	-108610	-106012
1461	-116026	-108277	-109240	-122055	-118251	-103493	-101610	-106411	-108448	-106007
1462	-116090	-108237	-109248	-122140	-118297	-103361	-101502	-106344	-108347	-106104
1463	-116026	-108129	-109225	-122217	-118330	-103416	-101416	-106283	-108284	-106106
1464	-116072	-108151	-109246	-122254	-118340	-103539	-101456	-106255	-108239	-106338
1465	-116111	-108292	-109250	-122272	-118424	-103638	-101423	-106240	-108155	-106449
1466	-116171	-108268	-109208	-122204	-118363	-103894	-101493	-106269	-108300	-106370
1467	-116246	-108044	-109177	-122070	-118464	-104076	-101442	-106407	-108239	-106456
1468	-116508	-108218	-109035	-121962	-118527	-104287	-101416	-106623	-108296	-106623
1469	-116592	-108228	-108938	-121973	-118704	-104368	-101422	-106737	-108358	-106925
1470	-116827	-108219	-108906	-122065	-118548	-104382	-101114	-106701	-108340	-106853
1471	-116862	-108282	-108917	-122028	-118510	-104480	-100949	-106717	-108241	-106996
1472	-116931	-108048	-109011	-122194	-118478	-104588	-100726	-106618	-108211	-106928
1473	-116919	-107938	-109009	-122420	-118348	-104654	-100561	-106747	-107916	-106968
1474	-116822	-107753	-108968	-122348	-118245	-104642	-100346	-106922	-107714	-107113
1475	-116894	-107807	-109022	-122442	-118203	-104851	-100214	-106987	-107454	-107339
1476	-116964	-107672	-109094	-122677	-118253	-104905	-100272	-107003	-107377	-107351
1477	-116863	-107683	-109204	-122722	-118222	-104981	-100264	-107134	-107406	-107231
1478	-116881	-107815	-109144	-122850	-118146	-105058	-100310	-107193	-107515	-107351
1479	-116751	-107869	-109180	-123050	-118009	-105265	-100391	-107069	-107417	-107509
1480	-116912	-107866	-109107	-123115	-118074	-105484	-100279	-106966	-107557	-107520
1481	-117047	-107888	-109195	-123015	-118081	-105485	-100043	-106736	-107705	-107589
1482	-117046	-107960	-109289	-122869	-118064	-105698	-100033	-106861	-107887	-107690
1483	-117043	-108042	-109426	-122832	-118133	-105746	-99927	-106806	-107926	-107823
1484	-117045	-108249	-109262	-122778	-118149	-105881	-99776	-106807	-107900	-108092
1485	-117121	-108235	-109384	-122831	-118150	-105955	-99778	-106956	-107930	-108119
1486	-117130	-108384	-109374	-122827	-118018	-106052	-99592	-107000	-108091	-108091
1487	-117159	-108480	-109438	-122983	-117951	-106163	-99455	-107119	-108202	-108335
1488	-117283	-108452	-109469	-123224	-117793	-106116	-99405	-107219	-108294	-108501
1489	-117234	-108599	-109608	-123209	-117806	-106118	-99284	-107048	-108255	-108731
1490	-117156	-108496	-109680	-123334	-117849	-106106	-99135	-107188	-108373	-108673
1491	-116940	-108515	-109668	-123575	-117794	-106291	-99083	-107187	-108449	-108720
1492	-116892	-108515	-109807	-123695	-117792	-106474	-99023	-107213	-108327	-108800
1493	-116819	-108770	-109937	-123861	-117677	-106655	-98947	-107202	-108192	-108903
1494	-116838	-108653	-109924	-123880	-117771	-106871	-99109	-107276	-108212	-109093
1495	-117031	-108709	-110066	-123946	-117673	-106789	-99066	-107388	-108210	-109312
1496	-117018	-108830	-110136	-123783	-117564	-106855	-99169	-107540	-108085	-109472
1497	-116951	-108723	-110237	-123749	-117474	-106897	-99241	-107581	-108144	-109629
1498	-117022	-108725	-110372	-123782	-117589	-106870	-99187	-107877	-108013	-109826
1499	-116971	-108710	-110203	-123497	-117636	-106810	-99039	-107971	-107930	-109901
1500	-116987	-108378	-110167	-123385	-117804	-106827	-98939	-107898	-107726	-110001
1501	-116964	-108255	-110130	-123478	-118086	-106853	-98907	-108128	-107609	-109980
1502	-116922	-108118	-110121	-123384	-118322	-106934	-98839	-108182	-107604	-110024
1503	-116962	-108040	-110227	-123263	-118241	-107083	-98797	-108308	-107616	-109954
1504	-116770	-108150	-110383	-123481	-118151	-107203	-98805	-108371	-107785	-110008
1505	-116631	-108216	-110587	-123617	-118142	-107322	-98865	-108446	-107711	-110143
1506	-116611	-108281	-110572	-123487	-118014	-107362	-98908	-108540	-107787	-110064
1507	-116497	-108126	-110697	-123707	-118148	-107382	-98786	-108684	-107924	-110087
1508	-116439	-108235	-110804	-123824	-118328	-107322	-98747	-108962	-107998	-110019
1509	-116138	-108331	-110759	-123958	-118380	-107319	-98524	-109000	-107978	-110043
1510	-116093	-108252	-110871	-124081	-118264	-107344	-98457	-108988	-107914	-110112
1511	-116123	-108178	-111003	-124225	-118353	-107299	-98355	-109110	-107869	-110067
